time_mean(sec),time_std,th_mean(tokens/s),th_std,mem(MiB),out_len,in_len,nbatches,batchsz,nparam
1.91579769821167,1.647586331474051,509.3873167329984,548.8458566998729,1764.39208984375,128,210,20,4,870885376
1.8283956298828126,6.97638916015625,1.1209827880859375,1.9177801513671875,0.5392838745117188,0.9220297241210937,1.117054931640625,3.446647216796875,1.9214599609375,1.516829833984375,1.514249755859375,0.8418383178710938,1.346841064453125,1.2136513671875,1.253434814453125,1.1521112060546874,0.5984826049804688,3.639572998046875,0.18961094665527345,5.2593076171875
