timestamp,temperature.gpu,utilization.gpu [%],utilization.memory [%],memory.used [MiB]
2025-12-11 00:31:52.4,36,0,0,1
2025-12-11 00:31:52.9,36,0,0,1
2025-12-11 00:31:53.5,36,0,0,1
2025-12-11 00:31:54.0,35,0,0,1
2025-12-11 00:31:54.6,35,0,0,1
2025-12-11 00:31:55.1,35,0,0,1
2025-12-11 00:31:55.7,35,0,0,1
2025-12-11 00:31:56.2,35,0,0,1
2025-12-11 00:31:56.8,35,0,0,1
2025-12-11 00:31:57.3,34,0,0,1
2025-12-11 00:31:57.9,34,0,0,1
2025-12-11 00:31:58.5,34,0,0,1
2025-12-11 00:31:59.0,34,0,0,1
2025-12-11 00:31:59.6,34,0,0,1
2025-12-11 00:32:00.1,34,0,0,1
2025-12-11 00:32:00.7,34,0,0,1
2025-12-11 00:32:01.2,34,0,0,1
2025-12-11 00:32:01.8,34,0,0,1
2025-12-11 00:32:02.4,33,0,0,1
2025-12-11 00:32:02.9,33,0,0,1
2025-12-11 00:32:03.5,33,0,0,1
2025-12-11 00:32:04.1,33,0,0,1
2025-12-11 00:32:04.6,33,0,0,1
2025-12-11 00:32:05.2,33,0,0,1
2025-12-11 00:32:05.7,33,0,0,1
2025-12-11 00:32:06.3,33,0,0,1
2025-12-11 00:32:06.8,33,0,0,1
2025-12-11 00:32:07.4,33,0,0,1
2025-12-11 00:32:07.9,32,0,0,1
2025-12-11 00:32:08.5,32,0,0,1
2025-12-11 00:32:09.0,32,0,0,1
2025-12-11 00:32:09.6,32,0,0,1
2025-12-11 00:32:10.1,32,0,0,1
2025-12-11 00:32:10.7,32,0,0,1
2025-12-11 00:32:11.2,32,0,0,1
2025-12-11 00:32:11.7,32,0,0,1
2025-12-11 00:32:12.3,32,0,0,1
2025-12-11 00:32:12.8,32,0,0,1
2025-12-11 00:32:13.4,32,0,0,1
2025-12-11 00:32:13.9,32,0,0,1
2025-12-11 00:32:14.5,31,0,0,1
2025-12-11 00:32:15.0,31,0,0,1
2025-12-11 00:32:15.6,31,0,0,1
2025-12-11 00:32:16.1,31,0,0,1
2025-12-11 00:32:16.7,31,0,0,1
2025-12-11 00:32:17.2,31,0,0,1
2025-12-11 00:32:17.8,31,0,0,1
2025-12-11 00:32:18.3,31,0,0,1
2025-12-11 00:32:18.9,31,0,0,1
2025-12-11 00:32:19.4,31,0,0,1
2025-12-11 00:32:20.0,31,0,0,1
2025-12-11 00:32:20.5,31,0,0,1
2025-12-11 00:32:21.1,31,0,0,1
2025-12-11 00:32:21.6,31,0,0,1
2025-12-11 00:32:22.2,31,0,0,1
2025-12-11 00:32:22.7,30,0,0,1
2025-12-11 00:32:23.3,30,0,0,1
2025-12-11 00:32:23.8,30,0,0,1
2025-12-11 00:32:24.4,30,0,0,1
2025-12-11 00:32:24.9,30,0,0,1
2025-12-11 00:32:25.4,30,0,0,1
2025-12-11 00:32:26.0,30,0,0,1
2025-12-11 00:32:26.5,30,0,0,1
2025-12-11 00:32:27.0,30,0,0,1
2025-12-11 00:32:27.6,30,0,0,1
2025-12-11 00:32:28.1,30,0,0,1
2025-12-11 00:32:28.7,30,0,0,1
2025-12-11 00:32:29.2,30,0,0,1
2025-12-11 00:32:29.8,30,0,0,1
2025-12-11 00:32:30.4,30,0,0,1
2025-12-11 00:32:30.9,30,0,0,1
2025-12-11 00:32:31.5,30,0,0,1
2025-12-11 00:32:32.0,30,0,0,1
2025-12-11 00:32:32.6,29,0,0,1
2025-12-11 00:32:33.1,29,0,0,1
2025-12-11 00:32:33.7,29,0,0,1
2025-12-11 00:32:34.2,29,0,0,1
2025-12-11 00:32:34.8,29,0,0,1
2025-12-11 00:32:35.3,29,0,0,1
2025-12-11 00:32:35.9,29,0,0,1
2025-12-11 00:32:36.5,29,0,0,1
2025-12-11 00:32:37.0,29,0,0,1
2025-12-11 00:32:37.5,29,0,0,1
2025-12-11 00:32:38.1,29,0,0,1
2025-12-11 00:32:38.7,29,0,0,1
2025-12-11 00:32:39.2,29,0,0,1
2025-12-11 00:32:39.7,29,0,0,1
2025-12-11 00:32:40.3,29,0,0,1
2025-12-11 00:32:40.8,29,0,0,1
2025-12-11 00:32:41.3,29,0,0,1
2025-12-11 00:32:41.9,29,0,0,1
2025-12-11 00:32:42.4,29,0,0,1
2025-12-11 00:32:43.0,29,0,0,1
2025-12-11 00:32:43.5,29,0,0,1
2025-12-11 00:32:44.1,29,0,0,1
2025-12-11 00:32:44.6,29,0,0,1
2025-12-11 00:32:45.1,29,0,0,1
2025-12-11 00:32:45.7,28,0,0,1
2025-12-11 00:32:46.2,28,0,0,1
2025-12-11 00:32:46.8,28,0,0,1
2025-12-11 00:32:47.4,28,0,0,1
2025-12-11 00:32:47.9,28,0,0,1
2025-12-11 00:32:48.5,28,0,0,1
2025-12-11 00:32:49.0,28,0,0,1
2025-12-11 00:32:49.6,28,0,0,1
2025-12-11 00:32:50.1,28,0,0,1
2025-12-11 00:32:50.6,28,0,0,1
2025-12-11 00:32:51.2,28,0,0,1
2025-12-11 00:32:51.8,28,0,0,1
2025-12-11 00:32:52.3,28,0,0,1
2025-12-11 00:32:52.9,28,0,0,1
2025-12-11 00:32:53.4,28,0,0,1
2025-12-11 00:32:54.0,28,0,0,1
2025-12-11 00:32:54.5,28,0,0,1
2025-12-11 00:32:55.0,28,0,0,1
2025-12-11 00:32:55.6,28,0,0,1
2025-12-11 00:32:56.2,28,0,0,1
2025-12-11 00:32:56.7,28,0,0,1
2025-12-11 00:32:57.2,28,0,0,1
2025-12-11 00:32:57.8,28,0,0,1
2025-12-11 00:32:58.3,28,0,0,1
2025-12-11 00:32:58.9,28,0,0,1
2025-12-11 00:32:59.4,28,0,0,1
2025-12-11 00:32:59.9,28,0,0,1
2025-12-11 00:33:00.5,28,0,0,1
2025-12-11 00:33:01.0,28,0,0,1
2025-12-11 00:33:01.6,28,0,0,1
2025-12-11 00:33:02.1,28,0,0,1
2025-12-11 00:33:02.6,28,0,0,1
2025-12-11 00:33:03.2,28,0,0,1
2025-12-11 00:33:03.8,28,0,0,1
2025-12-11 00:33:04.3,28,0,0,1
2025-12-11 00:33:04.8,28,0,0,1
2025-12-11 00:33:05.4,28,0,0,1
2025-12-11 00:33:05.9,27,0,0,1
2025-12-11 00:33:06.5,27,0,0,1
2025-12-11 00:33:07.0,27,0,0,1
2025-12-11 00:33:07.6,27,0,0,1
2025-12-11 00:33:08.1,27,0,0,1
2025-12-11 00:33:08.7,27,0,0,1
2025-12-11 00:33:09.2,27,0,0,1
2025-12-11 00:33:09.7,27,0,0,1
2025-12-11 00:33:10.3,27,0,0,1
2025-12-11 00:33:10.8,27,0,0,1
2025-12-11 00:33:11.4,27,0,0,1
2025-12-11 00:33:11.9,27,0,0,1
2025-12-11 00:33:12.5,27,0,0,1
2025-12-11 00:33:13.0,27,0,0,1
2025-12-11 00:33:13.6,27,0,0,1
2025-12-11 00:33:14.1,27,0,0,1
2025-12-11 00:33:14.7,27,0,0,1
2025-12-11 00:33:15.2,27,0,0,1
2025-12-11 00:33:15.8,27,0,0,1
2025-12-11 00:33:16.3,27,0,0,1
2025-12-11 00:33:16.9,27,0,0,1
2025-12-11 00:33:17.4,27,0,0,1
2025-12-11 00:33:18.0,27,0,0,1
2025-12-11 00:33:18.5,27,0,0,1
2025-12-11 00:33:19.1,27,0,0,1
2025-12-11 00:33:19.7,27,0,0,1
2025-12-11 00:33:20.2,27,0,0,1
2025-12-11 00:33:20.7,27,0,0,1
2025-12-11 00:33:21.3,27,0,0,1
2025-12-11 00:33:21.8,27,0,0,1
2025-12-11 00:33:22.4,27,0,0,1
2025-12-11 00:33:22.9,27,0,0,1
2025-12-11 00:33:23.5,27,0,0,1
2025-12-11 00:33:24.0,27,0,0,1
2025-12-11 00:33:24.5,27,0,0,1
2025-12-11 00:33:25.1,27,0,0,1
2025-12-11 00:33:25.7,27,0,0,1
2025-12-11 00:33:26.2,27,0,0,1
2025-12-11 00:33:26.7,27,0,0,1
2025-12-11 00:33:27.3,27,0,0,1
2025-12-11 00:33:27.8,27,0,0,1
2025-12-11 00:33:28.4,27,0,0,1
2025-12-11 00:33:28.9,27,0,0,1
2025-12-11 00:33:29.5,27,0,0,1
2025-12-11 00:33:30.0,27,0,0,1
2025-12-11 00:33:30.5,27,0,0,1
2025-12-11 00:33:31.1,27,0,0,1
2025-12-11 00:33:31.6,27,0,0,1
2025-12-11 00:33:32.1,27,0,0,1
2025-12-11 00:33:32.7,27,0,0,1
2025-12-11 00:33:33.2,27,0,0,1
2025-12-11 00:33:33.8,27,0,0,1
2025-12-11 00:33:34.3,27,0,0,1
2025-12-11 00:33:34.9,27,0,0,1
2025-12-11 00:33:35.4,27,0,0,1
2025-12-11 00:33:35.9,27,0,0,1
2025-12-11 00:33:36.5,27,0,0,1
2025-12-11 00:33:37.0,27,0,0,1
2025-12-11 00:33:37.6,27,0,0,1
2025-12-11 00:33:38.1,27,0,0,1
2025-12-11 00:33:38.7,27,0,0,1
2025-12-11 00:33:39.2,27,0,0,1
2025-12-11 00:33:39.8,27,0,0,1
2025-12-11 00:33:40.3,27,0,0,1
2025-12-11 00:33:40.8,27,0,0,1
2025-12-11 00:33:41.4,27,0,0,1
2025-12-11 00:33:41.9,27,0,0,1
2025-12-11 00:33:42.5,27,0,0,1
2025-12-11 00:33:43.0,27,0,0,1
2025-12-11 00:33:43.6,27,0,0,1
2025-12-11 00:33:44.1,27,0,0,1
2025-12-11 00:33:44.7,27,0,0,1
2025-12-11 00:33:45.2,27,0,0,1
2025-12-11 00:33:45.7,27,0,0,1
2025-12-11 00:33:46.3,27,0,0,1
2025-12-11 00:33:46.8,26,0,0,1
2025-12-11 00:33:47.4,26,0,0,1
2025-12-11 00:33:47.9,27,0,0,1
2025-12-11 00:33:48.5,26,0,0,1
2025-12-11 00:33:49.0,26,0,0,1
2025-12-11 00:33:49.6,26,0,0,1
2025-12-11 00:33:50.1,26,0,0,1
2025-12-11 00:33:50.7,26,0,0,1
2025-12-11 00:33:51.2,26,0,0,1
2025-12-11 00:33:51.8,26,0,0,1
2025-12-11 00:33:52.4,26,0,0,1
2025-12-11 00:33:52.9,26,0,0,1
2025-12-11 00:33:53.4,26,0,0,1
2025-12-11 00:33:54.0,26,0,0,1
2025-12-11 00:33:54.5,26,0,0,1
2025-12-11 00:33:55.1,26,0,0,1
2025-12-11 00:33:55.7,26,0,0,1
2025-12-11 00:33:56.2,26,0,0,1
2025-12-11 00:33:56.7,26,0,0,1
2025-12-11 00:33:57.3,26,0,0,1
2025-12-11 00:33:57.9,26,0,0,1
2025-12-11 00:33:58.4,26,0,0,1
2025-12-11 00:33:59.0,26,0,0,1
2025-12-11 00:33:59.5,26,0,0,1
2025-12-11 00:34:00.1,26,0,0,1
2025-12-11 00:34:00.7,26,0,0,1
2025-12-11 00:34:01.2,26,0,0,1
2025-12-11 00:34:01.8,26,0,0,1
2025-12-11 00:34:02.3,26,0,0,1
2025-12-11 00:34:02.8,26,0,0,1
2025-12-11 00:34:03.4,26,0,0,1
2025-12-11 00:34:04.0,26,0,0,1
2025-12-11 00:34:04.5,26,0,0,1
2025-12-11 00:34:05.1,26,0,0,1
2025-12-11 00:34:05.6,26,0,0,1
2025-12-11 00:34:06.2,26,0,0,1
2025-12-11 00:34:06.7,26,0,0,1
2025-12-11 00:34:07.3,26,0,0,1
2025-12-11 00:34:07.8,26,0,0,1
2025-12-11 00:34:08.4,26,0,0,1
2025-12-11 00:34:08.9,26,0,0,1
2025-12-11 00:34:09.5,26,0,0,1
2025-12-11 00:34:10.0,26,0,0,1
2025-12-11 00:34:10.6,26,0,0,1
2025-12-11 00:34:11.1,26,0,0,1
2025-12-11 00:34:11.7,26,0,0,1
2025-12-11 00:34:12.2,26,0,0,1
2025-12-11 00:34:12.8,26,0,0,1
2025-12-11 00:34:13.3,26,0,0,1
2025-12-11 00:34:13.9,26,0,0,1
2025-12-11 00:34:14.4,26,0,0,1
2025-12-11 00:34:15.0,26,0,0,1
2025-12-11 00:34:15.5,26,0,0,1
2025-12-11 00:34:16.1,26,0,0,1
2025-12-11 00:34:16.6,26,0,0,1
2025-12-11 00:34:17.2,26,0,0,1
2025-12-11 00:34:17.7,26,0,0,1
2025-12-11 00:34:18.3,26,0,0,1
2025-12-11 00:34:18.8,26,0,0,1
2025-12-11 00:34:19.4,26,0,0,1
2025-12-11 00:34:19.9,26,0,0,1
2025-12-11 00:34:20.5,26,0,0,1
2025-12-11 00:34:21.0,26,0,0,1
2025-12-11 00:34:21.6,26,0,0,1
2025-12-11 00:34:22.1,26,0,0,1
2025-12-11 00:34:22.7,26,0,0,1
2025-12-11 00:34:23.2,26,0,0,1
2025-12-11 00:34:23.7,26,0,0,1
2025-12-11 00:34:24.3,26,0,0,1
2025-12-11 00:34:24.8,26,0,0,1
2025-12-11 00:34:25.3,26,0,0,1
2025-12-11 00:34:25.9,26,0,0,1
2025-12-11 00:34:26.4,26,0,0,1
2025-12-11 00:34:27.0,26,0,0,1
2025-12-11 00:34:27.5,26,0,0,1
2025-12-11 00:34:28.1,26,0,0,1
2025-12-11 00:34:28.6,26,0,0,1
2025-12-11 00:34:29.2,26,0,0,1
2025-12-11 00:34:29.7,26,0,0,1
2025-12-11 00:34:30.2,26,0,0,1
2025-12-11 00:34:30.8,26,0,0,1
2025-12-11 00:34:31.3,26,0,0,1
2025-12-11 00:34:31.8,26,0,0,1
2025-12-11 00:34:32.4,26,0,0,1
2025-12-11 00:34:32.9,26,0,0,1
2025-12-11 00:34:33.5,26,0,0,1
2025-12-11 00:34:34.0,26,0,0,1
2025-12-11 00:34:34.6,26,0,0,1
2025-12-11 00:34:35.1,26,0,0,1
2025-12-11 00:34:35.7,26,0,0,1
2025-12-11 00:34:36.2,26,0,0,1
2025-12-11 00:34:36.8,26,0,0,1
2025-12-11 00:34:37.3,26,0,0,1
2025-12-11 00:34:37.9,26,0,0,1
2025-12-11 00:34:38.5,26,0,0,1
2025-12-11 00:34:39.0,26,0,0,1
2025-12-11 00:34:39.5,26,0,0,1
2025-12-11 00:34:40.1,26,0,0,1
2025-12-11 00:34:40.6,26,0,0,1
2025-12-11 00:34:41.2,26,0,0,1
2025-12-11 00:34:41.8,26,0,0,1
2025-12-11 00:34:42.3,26,0,0,1
2025-12-11 00:34:42.9,26,0,0,1
2025-12-11 00:34:43.4,26,0,0,1
2025-12-11 00:34:43.9,26,0,0,1
2025-12-11 00:34:44.5,26,0,0,1
