time_mean(sec),time_std,th_mean(tokens/s),th_std,mem(MiB),out_len,in_len,nbatches,batchsz,nparam
10.790349032592774,9.871617820685682,125.91141719733558,148.80285882030407,1284.01025390625,128,210,20,4,262735872
6.48005078125,27.178517578125,4.0994765625,12.98754296875,6.31614892578125,27.186400390625,2.698557861328125,4.050863037109375,1.3112685546875,2.7365087890625,5.89427734375,6.9677001953125,0.7808822631835938,27.319099609375,27.319453125,3.013734619140625,6.0743134765625,5.9122353515625,10.383052734375,27.096896484375
