time_mean(sec),time_std,th_mean(tokens/s),th_std,mem(MiB),out_len,in_len,nbatches,batchsz,nparam
15.677120233154296,9.620357328233563,69.14277665290545,69.93301142732685,1274.95556640625,128,210,20,4,262735872
24.785814453125,5.69558056640625,24.76775,1.8712427978515624,15.553927734375,4.71893212890625,24.717140625,24.693654296875,6.15586865234375,24.742912109375,2.678324462890625,3.0466806640625,24.674455078125,24.722345703125,15.147716796875,24.713712890625,7.3690458984375,4.0910205078125,24.6944140625,24.701865234375
