time_mean(sec),time_std,th_mean(tokens/s),th_std,mem(MiB),out_len,in_len,nbatches,batchsz,nparam
12.660521533203125,1.018073974701918,40.83355671510044,4.889098372102165,2247.53369140625,128,210,20,4,1053349888
12.8803310546875,12.8742119140625,12.8739697265625,12.8784228515625,12.873830078125,12.8754033203125,12.8814501953125,12.86310546875,12.864578125,12.8578583984375,12.8662861328125,12.8615185546875,12.8123583984375,13.074732421875,12.829314453125,12.8383916015625,12.844873046875,12.8465869140625,8.2441884765625,13.26901953125
