time_mean(sec),time_std,th_mean(tokens/s),th_std,mem(MiB),out_len,in_len,nbatches,batchsz,nparam
7.403048273992538,6.293294382575857,2185.6694634974056,7153.467269703633,2423.4970703125,128,210,20,4,1235814400
3.2533857421875,5.0012353515625,0.05889807891845703,1.64269384765625,15.1261064453125,8.98640234375,2.025750244140625,1.5988582763671875,15.1602021484375,3.12306884765625,15.10759375,0.7122860107421874,15.5254072265625,6.0832841796875,17.35969140625,0.01585743999481201,15.151658203125,15.13144921875,4.7132685546875,2.2838681640625
