time_mean(sec),time_std,th_mean(tokens/s),th_std,mem(MiB),out_len,in_len,nbatches,batchsz,nparam
9.28145537109375,0.8440866675420848,55.52635896716611,4.007551979412014,1445.68994140625,128,210,20,4,688420864
9.059013671875,8.9244013671875,8.9255009765625,8.9468232421875,8.9700703125,8.958060546875,8.9925537109375,8.9099384765625,9.800767578125,12.5882431640625,10.26062890625,9.8138876953125,8.9294814453125,8.8948603515625,8.9369833984375,8.960509765625,8.9626640625,8.9193427734375,8.9325576171875,8.942818359375
