timestamp,temperature.gpu,utilization.gpu [%],utilization.memory [%],memory.used [MiB]
2025-12-11 01:54:44.3,39,46,31,19959
2025-12-11 01:54:44.9,39,50,34,19959
2025-12-11 01:54:45.4,39,41,26,19959
2025-12-11 01:54:46.0,40,36,24,19959
2025-12-11 01:54:46.5,38,31,18,19959
2025-12-11 01:54:47.1,39,44,29,19959
2025-12-11 01:54:47.6,40,58,41,19959
2025-12-11 01:54:48.1,38,41,27,19959
2025-12-11 01:54:48.7,40,34,20,19959
2025-12-11 01:54:49.2,40,36,24,19959
2025-12-11 01:54:49.8,40,39,27,19959
2025-12-11 01:54:50.3,40,35,23,19959
2025-12-11 01:54:50.9,39,45,29,19959
2025-12-11 01:54:51.4,40,45,29,19959
2025-12-11 01:54:52.0,40,42,28,19959
2025-12-11 01:54:52.5,41,36,25,19959
2025-12-11 01:54:53.0,39,37,25,19959
2025-12-11 01:54:53.6,40,41,26,19959
2025-12-11 01:54:54.1,39,34,21,19959
2025-12-11 01:54:54.7,41,47,31,19959
2025-12-11 01:54:55.3,40,49,32,19959
2025-12-11 01:54:55.8,41,40,27,19959
2025-12-11 01:54:56.3,40,37,25,19959
2025-12-11 01:54:56.9,40,38,26,19959
2025-12-11 01:54:57.5,40,36,25,19959
2025-12-11 01:54:58.0,39,41,27,19959
2025-12-11 01:54:58.6,41,47,31,19959
2025-12-11 01:54:59.1,40,42,27,19959
2025-12-11 01:54:59.7,40,41,28,19959
2025-12-11 01:55:00.2,41,47,32,19959
2025-12-11 01:55:00.8,40,44,29,19959
2025-12-11 01:55:01.3,40,41,27,19959
2025-12-11 01:55:01.9,42,38,25,19959
2025-12-11 01:55:02.5,40,42,28,19959
2025-12-11 01:55:03.0,41,36,25,19959
2025-12-11 01:55:03.6,40,46,29,19959
2025-12-11 01:55:04.1,41,40,26,19959
2025-12-11 01:55:04.7,41,36,25,19959
2025-12-11 01:55:05.2,41,45,31,19959
2025-12-11 01:55:05.7,40,35,23,19959
2025-12-11 01:55:06.3,41,36,25,19959
2025-12-11 01:55:06.8,41,28,18,19959
2025-12-11 01:55:07.4,40,49,34,19959
2025-12-11 01:55:07.9,41,42,28,19959
2025-12-11 01:55:08.5,41,38,25,19959
2025-12-11 01:55:09.0,41,32,20,19959
2025-12-11 01:55:09.6,41,40,26,19959
2025-12-11 01:55:10.1,42,32,22,19959
2025-12-11 01:55:10.7,41,85,65,19959
2025-12-11 01:55:11.2,41,35,24,19959
2025-12-11 01:55:11.8,42,42,27,19959
2025-12-11 01:55:12.3,42,64,41,19959
2025-12-11 01:55:12.9,42,49,30,19959
2025-12-11 01:55:13.4,42,51,31,19959
2025-12-11 01:55:14.0,44,53,32,19959
2025-12-11 01:55:14.6,42,46,27,19959
2025-12-11 01:55:15.1,43,54,31,19959
2025-12-11 01:55:15.6,43,54,32,19959
2025-12-11 01:55:16.2,43,52,31,19959
2025-12-11 01:55:16.7,43,55,34,19959
2025-12-11 01:55:17.3,44,42,26,19959
2025-12-11 01:55:17.8,44,54,32,19959
2025-12-11 01:55:18.3,43,54,33,19959
2025-12-11 01:55:18.9,43,48,29,19959
2025-12-11 01:55:19.4,43,57,35,19959
2025-12-11 01:55:19.9,44,49,31,19959
2025-12-11 01:55:20.5,44,56,34,19959
2025-12-11 01:55:21.0,43,48,28,19959
2025-12-11 01:55:21.6,43,47,30,19959
2025-12-11 01:55:22.2,44,55,33,19959
2025-12-11 01:55:22.7,44,54,32,19959
2025-12-11 01:55:23.3,44,50,30,19959
2025-12-11 01:55:23.8,44,54,33,19959
2025-12-11 01:55:24.4,44,49,30,19959
2025-12-11 01:55:25.0,43,54,32,19959
2025-12-11 01:55:25.5,44,51,30,19959
2025-12-11 01:55:26.1,43,47,27,19959
2025-12-11 01:55:26.6,43,53,31,19959
2025-12-11 01:55:27.2,44,48,29,19959
2025-12-11 01:55:27.7,44,51,30,19959
2025-12-11 01:55:28.3,44,47,27,19959
2025-12-11 01:55:28.8,44,51,29,19959
2025-12-11 01:55:29.4,44,46,30,19959
2025-12-11 01:55:29.9,44,47,29,19959
2025-12-11 01:55:30.5,44,44,27,19959
2025-12-11 01:55:31.0,44,48,28,19959
2025-12-11 01:55:31.6,44,47,30,19959
2025-12-11 01:55:32.2,44,51,32,19959
2025-12-11 01:55:32.7,44,47,28,19959
2025-12-11 01:55:33.3,45,46,29,19959
2025-12-11 01:55:33.8,45,57,37,19959
2025-12-11 01:55:34.3,45,46,31,19959
2025-12-11 01:55:34.9,44,51,31,19959
2025-12-11 01:55:35.5,45,52,32,19959
2025-12-11 01:55:36.0,44,49,31,19959
2025-12-11 01:55:36.6,44,51,30,19959
2025-12-11 01:55:37.1,44,38,21,19959
2025-12-11 01:55:37.6,44,56,33,19959
2025-12-11 01:55:38.2,46,69,42,19959
2025-12-11 01:55:38.7,44,49,31,19959
2025-12-11 01:55:39.3,45,46,28,19959
2025-12-11 01:55:39.8,44,53,31,19959
2025-12-11 01:55:40.3,45,47,29,19959
